length,algorithm,trial_id,seed,final_energy,success_flag,convergence_gen,runtime_ms,paradox_activity
25,MC,84,250084,-2,,10000,376.04,0
25,MC,85,250085,-6,,10000,367.7,0
25,MC,86,250086,-3,,10000,372.95,0
25,MC,87,250087,-3,,10000,367.87,0
25,MC,88,250088,-4,,10000,376.04,0
25,MC,89,250089,-2,,10000,362.23,0
25,MC,90,250090,-3,,10000,360.31,0
25,MC,91,250091,-2,,10000,433.93,0
25,MC,92,250092,-6,,10000,361.22,0
25,MC,93,250093,-3,,10000,361.18,0
25,MC,94,250094,-3,,10000,365.16,0
25,MC,95,250095,-4,,10000,363.5,0
25,MC,96,250096,-4,,10000,357.26,0
25,MC,97,250097,-4,,10000,365.97,0
25,MC,98,250098,-3,,10000,367.22,0
25,MC,99,250099,-2,,10000,366.63,0
25,MC,100,250100,-3,,10000,366.24,0
25,MC,101,250101,-4,,10000,363.6,0
25,MC,102,250102,-3,,10000,374.77,0
25,MC,103,250103,-2,,10000,374.41,0
25,MC,104,250104,-5,,10000,380.93,0
25,MC,105,250105,-4,,10000,367.99,0
25,MC,106,250106,-4,,10000,377.63,0
25,MC,107,250107,-3,,10000,374.33,0
25,MC,108,250108,-3,,10000,359.22,0
25,MC,109,250109,-3,,10000,373.09,0
25,MC,110,250110,-3,,10000,382.39,0
25,MC,111,250111,-2,,10000,362.79,0
25,MC,112,250112,-7,,10000,379.93,0
25,MC,113,250113,-8,,10000,384.54,0
25,MC,114,250114,-2,,10000,369.0,0
25,MC,115,250115,-4,,10000,365.48,0
25,MC,116,250116,-3,,10000,370.64,0
25,MC,117,250117,-3,,10000,372.99,0
25,MC,118,250118,-6,,10000,372.39,0
25,MC,119,250119,-2,,10000,360.82,0
25,MC,120,250120,-2,,10000,376.27,0
25,MC,121,250121,-2,,10000,372.78,0
25,MC,122,250122,-5,,10000,373.6,0
25,MC,123,250123,-6,,10000,362.14,0
25,MC,124,250124,-6,,10000,362.68,0
25,MC,125,250125,-4,,10000,376.08,0
25,MC,126,250126,-4,,10000,369.42,0
25,MC,127,250127,-4,,10000,359.73,0
25,MC,128,250128,-4,,10000,368.01,0
25,MC,129,250129,-5,,10000,373.32,0
25,MC,130,250130,-6,,10000,362.15,0
25,MC,131,250131,-2,,10000,375.27,0
25,MC,132,250132,-3,,10000,374.99,0
25,MC,133,250133,-4,,10000,367.85,0
25,MC,134,250134,-3,,10000,370.11,0
25,MC,135,250135,-2,,10000,372.3,0
25,MC,136,250136,-3,,10000,372.71,0
25,MC,137,250137,-2,,10000,369.59,0
25,MC,138,250138,-3,,10000,363.92,0
25,MC,139,250139,-3,,10000,362.94,0
25,MC,140,250140,-2,,10000,379.89,0
25,MC,141,250141,-3,,10000,365.02,0
25,MC,142,250142,-2,,10000,376.94,0
25,MC,143,250143,-4,,10000,361.52,0
25,MC,144,250144,-5,,10000,370.25,0
25,MC,145,250145,-4,,10000,358.77,0
25,MC,146,250146,-2,,10000,363.29,0
25,MC,147,250147,-5,,10000,367.87,0
25,MC,148,250148,-1,,10000,368.48,0
25,MC,149,250149,-2,,10000,366.86,0
25,MC,150,250150,-3,,10000,432.79,0
25,MC,151,250151,-4,,10000,375.07,0
25,MC,152,250152,-5,,10000,386.06,0
25,MC,153,250153,-3,,10000,369.3,0
25,MC,154,250154,-6,,10000,375.99,0
25,MC,155,250155,-3,,10000,377.3,0
25,MC,156,250156,-4,,10000,369.49,0
25,MC,157,250157,-2,,10000,373.19,0
25,MC,158,250158,-3,,10000,372.53,0
25,MC,159,250159,-2,,10000,371.97,0
25,MC,160,250160,-1,,10000,373.1,0
25,MC,161,250161,-2,,10000,367.58,0
25,MC,162,250162,-3,,10000,364.07,0
25,MC,163,250163,-4,,10000,402.29,0
25,MC,164,250164,-2,,10000,395.65,0
25,MC,165,250165,-2,,10000,397.2,0
25,MC,166,250166,-3,,10000,375.42,0
25,MC,167,250167,-3,,10000,371.85,0
25,MC,168,250168,-5,,10000,375.0,0
25,MC,169,250169,-4,,10000,381.57,0
25,MC,170,250170,-5,,10000,366.8,0
25,MC,171,250171,-5,,10000,367.74,0
25,MC,172,250172,-3,,10000,369.77,0
25,MC,173,250173,-3,,10000,378.57,0
25,MC,174,250174,-5,,10000,361.82,0
25,MC,175,250175,-2,,10000,369.3,0
25,MC,176,250176,-5,,10000,386.39,0
25,MC,177,250177,-2,,10000,378.09,0
25,MC,178,250178,-4,,10000,379.01,0
25,MC,179,250179,-5,,10000,386.99,0
25,MC,180,250180,-2,,10000,377.53,0
25,MC,181,250181,-3,,10000,370.25,0
25,MC,182,250182,-4,,10000,366.39,0
25,MC,183,250183,-3,,10000,374.31,0
25,MC,184,250184,-4,,10000,374.96,0
25,MC,185,250185,-5,,10000,367.51,0
25,MC,186,250186,-2,,10000,442.76,0
25,MC,187,250187,-3,,10000,397.04,0
25,MC,188,250188,-3,,10000,372.5,0
25,MC,189,250189,-2,,10000,360.5,0
25,MC,190,250190,-2,,10000,359.9,0
25,MC,191,250191,-4,,10000,371.02,0
25,MC,192,250192,-2,,10000,371.06,0
25,MC,193,250193,-5,,10000,370.22,0
25,MC,194,250194,-2,,10000,385.49,0
25,MC,195,250195,-3,,10000,364.62,0
25,MC,196,250196,-3,,10000,368.71,0
25,MC,197,250197,-4,,10000,371.18,0
25,MC,198,250198,-6,,10000,418.5,0
25,MC,199,250199,-2,,10000,475.67,0
25,FE,0,250200,-8,,100,179.75,141
25,FE,1,250201,-8,,100,147.27,146
25,FE,2,250202,-9,,100,159.37,152
25,FE,3,250203,-9,,100,213.07,166
25,FE,4,250204,-8,,100,135.87,134
25,FE,5,250205,-9,,100,171.65,146
25,FE,6,250206,-8,,100,158.21,170
25,FE,7,250207,-10,,100,161.75,160
25,FE,8,250208,-10,,100,158.41,154
25,FE,9,250209,-7,,100,184.61,125
25,FE,10,250210,-11,,100,152.44,160
25,FE,11,250211,-7,,100,134.33,150
25,FE,12,250212,-8,,100,156.68,156
25,FE,13,250213,-10,,100,146.16,136
25,FE,14,250214,-10,,100,158.84,159
25,FE,15,250215,-10,,100,147.19,146
25,FE,16,250216,-8,,100,165.02,157
25,FE,17,250217,-7,,100,172.36,145
25,FE,18,250218,-7,,100,153.24,161
25,FE,19,250219,-7,,100,169.25,153
25,FE,20,250220,-9,,100,183.5,162
25,FE,21,250221,-8,,100,173.01,138
25,FE,22,250222,-9,,100,156.58,143
25,FE,23,250223,-9,,100,137.49,143
25,FE,24,250224,-8,,100,147.83,165
25,FE,25,250225,-9,,100,165.26,127
25,FE,26,250226,-11,,100,165.76,141
25,FE,27,250227,-10,,100,171.42,147
25,FE,28,250228,-9,,100,164.88,156
25,FE,29,250229,-11,,100,163.22,154
25,FE,30,250230,-11,,100,147.25,141
25,FE,31,250231,-9,,100,162.2,141
25,FE,32,250232,-11,,100,173.59,147
25,FE,33,250233,-11,,100,164.89,146
25,FE,34,250234,-9,,100,157.98,148
25,FE,35,250235,-9,,100,165.84,157
25,FE,36,250236,-11,,100,157.71,163
25,FE,37,250237,-10,,100,164.91,147
25,FE,38,250238,-9,,100,165.07,143
25,FE,39,250239,-11,,100,166.25,166
25,FE,40,250240,-9,,100,136.27,146
25,FE,41,250241,-11,,100,172.39,132
25,FE,42,250242,-10,,100,164.39,136
25,FE,43,250243,-9,,100,160.44,135
25,FE,44,250244,-10,,100,158.38,163
25,FE,45,250245,-10,,100,169.29,130
25,FE,46,250246,-10,,100,178.79,127
25,FE,47,250247,-13,,100,169.33,144
25,FE,48,250248,-9,,100,167.44,145
25,FE,49,250249,-11,,100,161.35,162
25,FE,50,250250,-10,,100,184.94,142
25,FE,51,250251,-11,,100,183.99,131
25,FE,52,250252,-9,,100,174.42,166
25,FE,53,250253,-8,,100,173.24,156
25,FE,54,250254,-10,,100,165.85,152
25,FE,55,250255,-7,,100,161.2,145
25,FE,56,250256,-7,,100,155.38,157
25,FE,57,250257,-10,,100,165.13,140
25,FE,58,250258,-9,,100,174.31,135
25,FE,59,250259,-8,,100,179.32,129
25,FE,60,250260,-10,,100,172.86,147
25,FE,61,250261,-9,,100,174.89,164
25,FE,62,250262,-9,,100,171.74,167
25,FE,63,250263,-11,,100,158.79,154
25,FE,64,250264,-9,,100,166.02,164
25,FE,65,250265,-11,,100,167.64,153
25,FE,66,250266,-9,,100,142.34,170
25,FE,67,250267,-10,,100,162.39,150
25,FE,68,250268,-9,,100,170.26,140
25,FE,69,250269,-9,,100,193.02,150
25,FE,70,250270,-9,,100,160.72,151
25,FE,71,250271,-9,,100,160.76,140
25,FE,72,250272,-11,,100,174.15,156
25,FE,73,250273,-9,,100,163.17,156
25,FE,74,250274,-11,,100,170.8,151
25,FE,75,250275,-7,,100,167.81,156
25,FE,76,250276,-8,,100,177.18,139
25,FE,77,250277,-9,,100,166.15,154
25,FE,78,250278,-7,,100,182.67,144
25,FE,79,250279,-9,,100,177.97,160
25,FE,80,250280,-8,,100,180.3,159
25,FE,81,250281,-8,,100,185.52,153
25,FE,82,250282,-10,,100,178.59,120
25,FE,83,250283,-9,,100,190.04,146
25,FE,84,250284,-6,,100,172.67,134
25,FE,85,250285,-7,,100,184.2,172
25,FE,86,250286,-8,,100,169.52,139
25,FE,87,250287,-7,,100,157.21,143
25,FE,88,250288,-8,,100,169.58,132
25,FE,89,250289,-10,,100,173.73,139
25,FE,90,250290,-10,,100,170.96,155
25,FE,91,250291,-8,,100,161.59,159
25,FE,92,250292,-10,,100,170.84,142
25,FE,93,250293,-11,,100,173.24,135
25,FE,94,250294,-11,,100,166.43,156
25,FE,95,250295,-11,,100,167.06,147
25,FE,96,250296,-10,,100,168.86,146
25,FE,97,250297,-8,,100,154.0,145
25,FE,98,250298,-11,,100,175.87,171
25,FE,99,250299,-7,,100,161.46,158
25,FE,100,250300,-7,,100,194.73,135
25,FE,101,250301,-8,,100,186.98,156
25,FE,102,250302,-11,,100,175.12,159
25,FE,103,250303,-8,,100,157.33,147
25,FE,104,250304,-8,,100,166.3,136
25,FE,105,250305,-9,,100,164.35,150
25,FE,106,250306,-9,,100,147.42,156
25,FE,107,250307,-10,,100,166.79,130
25,FE,108,250308,-10,,100,162.74,148
25,FE,109,250309,-8,,100,149.84,163
25,FE,110,250310,-11,,100,159.0,149
25,FE,111,250311,-6,,100,147.31,157
25,FE,112,250312,-5,,100,146.83,165
25,FE,113,250313,-7,,100,147.83,147
25,FE,114,250314,-12,,100,177.64,139
25,FE,115,250315,-9,,100,148.96,162
25,FE,116,250316,-9,,100,152.55,139
25,FE,117,250317,-10,,100,136.98,162
25,FE,118,250318,-11,,100,166.96,153
25,FE,119,250319,-10,,100,156.3,155
25,FE,120,250320,-7,,100,157.64,151
25,FE,121,250321,-7,,100,147.16,147
25,FE,122,250322,-11,,100,143.1,150
25,FE,123,250323,-7,,100,137.03,168
25,FE,124,250324,-7,,100,155.43,152
25,FE,125,250325,-7,,100,148.39,126
25,FE,126,250326,-6,,100,149.59,162
25,FE,127,250327,-11,,100,155.03,134
25,FE,128,250328,-9,,100,155.62,137
25,FE,129,250329,-7,,100,153.54,153
25,FE,130,250330,-6,,100,149.69,149
25,FE,131,250331,-8,,100,149.18,152
25,FE,132,250332,-9,,100,168.55,139
25,FE,133,250333,-8,,100,151.3,145
25,FE,134,250334,-9,,100,171.51,132
25,FE,135,250335,-8,,100,165.43,141
25,FE,136,250336,-8,,100,148.91,118
25,FE,137,250337,-8,,100,149.85,135
25,FE,138,250338,-9,,100,183.19,148
25,FE,139,250339,-9,,100,158.96,158
25,FE,140,250340,-8,,100,162.08,146
25,FE,141,250341,-10,,100,169.74,146
25,FE,142,250342,-10,,100,147.55,144
25,FE,143,250343,-10,,100,166.43,154
25,FE,144,250344,-7,,100,140.41,138
25,FE,145,250345,-8,,100,153.88,138
25,FE,146,250346,-9,,100,143.12,149
25,FE,147,250347,-7,,100,153.05,147
25,FE,148,250348,-8,,100,154.14,164
25,FE,149,250349,-11,,100,164.98,152
25,FE,150,250350,-10,,100,164.13,171
25,FE,151,250351,-8,,100,145.87,131
25,FE,152,250352,-5,,100,133.09,137
25,FE,153,250353,-12,,100,174.51,153
25,FE,154,250354,-10,,100,170.79,156
25,FE,155,250355,-9,,100,155.09,159
25,FE,156,250356,-9,,100,162.28,162
25,FE,157,250357,-8,,100,176.54,139
25,FE,158,250358,-9,,100,161.62,164
25,FE,159,250359,-11,,100,167.77,145
25,FE,160,250360,-8,,100,139.68,157
25,FE,161,250361,-9,,100,147.94,143
25,FE,162,250362,-9,,100,147.91,169
25,FE,163,250363,-11,,100,158.62,143
25,FE,164,250364,-12,,100,164.73,151
25,FE,165,250365,-7,,100,152.64,144
25,FE,166,250366,-9,,100,174.15,142
25,FE,167,250367,-9,,100,157.9,147
25,FE,168,250368,-9,,100,159.95,183
25,FE,169,250369,-10,,100,168.38,138
25,FE,170,250370,-11,,100,154.0,146
25,FE,171,250371,-10,,100,152.52,128
25,FE,172,250372,-8,,100,159.43,138
25,FE,173,250373,-7,,100,160.87,138
25,FE,174,250374,-8,,100,166.54,168
25,FE,175,250375,-8,,100,157.45,137
25,FE,176,250376,-8,,100,166.32,154
25,FE,177,250377,-8,,100,143.61,161
25,FE,178,250378,-8,,100,149.04,147
25,FE,179,250379,-8,,100,154.07,171
25,FE,180,250380,-8,,100,167.26,150
25,FE,181,250381,-7,,100,148.61,144
25,FE,182,250382,-8,,100,150.88,159
25,FE,183,250383,-9,,100,179.92,137
25,FE,184,250384,-9,,100,172.9,161
25,FE,185,250385,-9,,100,149.55,153
25,FE,186,250386,-8,,100,155.72,146
25,FE,187,250387,-8,,100,175.63,136
25,FE,188,250388,-8,,100,151.91,145
25,FE,189,250389,-9,,100,165.06,139
25,FE,190,250390,-8,,100,150.1,148
25,FE,191,250391,-10,,100,169.88,156
25,FE,192,250392,-6,,100,159.47,149
25,FE,193,250393,-9,,100,149.27,154
25,FE,194,250394,-9,,100,169.06,154
25,FE,195,250395,-10,,100,151.13,167
25,FE,196,250396,-11,,100,181.01,135
25,FE,197,250397,-9,,100,169.58,148
25,FE,198,250398,-11,,100,171.7,147
25,FE,199,250399,-11,,100,159.22,144
