length,algorithm,trial_id,seed,final_energy,success_flag,convergence_gen,runtime_ms,paradox_activity
50,MC,40,500040,-15,,10000,2433.72,0
50,MC,41,500041,-14,,10000,2542.97,0
50,MC,42,500042,-15,,10000,2519.19,0
50,MC,43,500043,-17,,10000,2424.43,0
50,MC,44,500044,-12,,10000,2566.68,0
50,MC,45,500045,-16,,10000,2464.73,0
50,MC,46,500046,-19,,10000,2362.55,0
50,MC,47,500047,-19,,10000,2405.41,0
50,MC,48,500048,-18,,10000,2396.77,0
50,MC,49,500049,-10,,10000,2447.84,0
50,MC,50,500050,-21,,10000,2438.55,0
50,MC,51,500051,-10,,10000,2449.4,0
50,MC,52,500052,-14,,10000,2473.51,0
50,MC,53,500053,-11,,10000,2449.07,0
50,MC,54,500054,-13,,10000,2508.11,0
50,MC,55,500055,-12,,10000,2398.81,0
50,MC,56,500056,-16,,10000,2435.14,0
50,MC,57,500057,-13,,10000,2449.46,0
50,MC,58,500058,-9,,10000,2467.53,0
50,MC,59,500059,-15,,10000,2455.73,0
50,MC,60,500060,-13,,10000,2421.29,0
50,MC,61,500061,-11,,10000,2430.19,0
50,MC,62,500062,-13,,10000,2574.34,0
50,MC,63,500063,-17,,10000,2414.5,0
50,MC,64,500064,-14,,10000,2431.31,0
50,MC,65,500065,-10,,10000,2525.14,0
50,MC,66,500066,-14,,10000,2475.88,0
50,MC,67,500067,-12,,10000,2535.86,0
50,MC,68,500068,-11,,10000,2428.72,0
50,MC,69,500069,-15,,10000,2486.31,0
50,MC,70,500070,-26,,10000,2344.03,0
50,MC,71,500071,-14,,10000,2461.23,0
50,MC,72,500072,-18,,10000,2481.68,0
50,MC,73,500073,-14,,10000,2416.35,0
50,MC,74,500074,-17,,10000,2398.87,0
50,MC,75,500075,-11,,10000,2446.31,0
50,MC,76,500076,-17,,10000,2400.51,0
50,MC,77,500077,-6,,10000,2419.11,0
50,MC,78,500078,-19,,10000,2376.11,0
50,MC,79,500079,-12,,10000,2466.2,0
50,MC,80,500080,-11,,10000,2445.43,0
50,MC,81,500081,-13,,10000,2436.39,0
50,MC,82,500082,-16,,10000,2402.45,0
50,MC,83,500083,-11,,10000,2527.32,0
50,MC,84,500084,-14,,10000,2452.41,0
50,MC,85,500085,-10,,10000,2440.68,0
50,MC,86,500086,-18,,10000,2438.49,0
50,MC,87,500087,-12,,10000,2452.21,0
50,MC,88,500088,-13,,10000,2412.08,0
50,MC,89,500089,-11,,10000,2436.51,0
50,MC,90,500090,-17,,10000,2398.21,0
50,MC,91,500091,-8,,10000,2503.79,0
50,MC,92,500092,-14,,10000,2413.82,0
50,MC,93,500093,-14,,10000,2622.88,0
50,MC,94,500094,-15,,10000,2467.79,0
50,MC,95,500095,-13,,10000,2519.97,0
50,MC,96,500096,-13,,10000,2503.71,0
50,MC,97,500097,-11,,10000,2412.7,0
50,MC,98,500098,-13,,10000,2464.55,0
50,MC,99,500099,-14,,10000,2438.98,0
50,MC,100,500100,-16,,10000,2534.52,0
50,MC,101,500101,-12,,10000,2441.62,0
50,MC,102,500102,-9,,10000,2450.47,0
50,MC,103,500103,-15,,10000,2455.8,0
50,MC,104,500104,-8,,10000,2471.74,0
50,MC,105,500105,-11,,10000,2424.92,0
50,MC,106,500106,-19,,10000,2480.62,0
50,MC,107,500107,-14,,10000,2395.42,0
50,MC,108,500108,-13,,10000,2450.09,0
50,MC,109,500109,-8,,10000,2454.24,0
50,MC,110,500110,-12,,10000,2560.33,0
50,MC,111,500111,-14,,10000,2415.47,0
50,MC,112,500112,-13,,10000,2456.33,0
50,MC,113,500113,-12,,10000,2447.86,0
50,MC,114,500114,-8,,10000,2488.06,0
50,MC,115,500115,-20,,10000,2362.57,0
50,MC,116,500116,-9,,10000,2445.39,0
50,MC,117,500117,-15,,10000,2397.52,0
50,MC,118,500118,-13,,10000,2454.06,0
50,MC,119,500119,-20,,10000,2454.55,0
50,MC,120,500120,-17,,10000,2608.55,0
50,MC,121,500121,-19,,10000,2512.15,0
50,MC,122,500122,-12,,10000,2512.48,0
50,MC,123,500123,-12,,10000,2445.08,0
50,MC,124,500124,-13,,10000,2404.84,0
50,MC,125,500125,-16,,10000,2442.14,0
50,MC,126,500126,-11,,10000,2415.28,0
50,MC,127,500127,-15,,10000,2458.84,0
50,MC,128,500128,-13,,10000,2483.93,0
50,MC,129,500129,-14,,10000,2516.58,0
50,MC,130,500130,-12,,10000,2413.78,0
50,MC,131,500131,-18,,10000,2435.15,0
50,MC,132,500132,-15,,10000,2492.81,0
50,MC,133,500133,-21,,10000,2378.21,0
50,MC,134,500134,-10,,10000,2413.94,0
50,MC,135,500135,-15,,10000,2465.58,0
50,MC,136,500136,-9,,10000,2438.11,0
50,MC,137,500137,-9,,10000,2461.83,0
50,MC,138,500138,-15,,10000,2427.38,0
50,MC,139,500139,-15,,10000,2383.53,0
50,MC,140,500140,-13,,10000,2544.47,0
50,MC,141,500141,-12,,10000,2388.59,0
50,MC,142,500142,-20,,10000,2400.47,0
50,MC,143,500143,-10,,10000,2414.3,0
50,MC,144,500144,-15,,10000,2445.42,0
50,MC,145,500145,-11,,10000,2430.52,0
50,MC,146,500146,-16,,10000,2514.04,0
50,MC,147,500147,-14,,10000,2428.6,0
50,MC,148,500148,-18,,10000,2497.18,0
50,MC,149,500149,-15,,10000,2569.86,0
50,MC,150,500150,-13,,10000,2464.79,0
50,MC,151,500151,-19,,10000,2397.67,0
50,MC,152,500152,-15,,10000,2431.72,0
50,MC,153,500153,-18,,10000,2422.06,0
50,MC,154,500154,-11,,10000,2510.11,0
50,MC,155,500155,-10,,10000,2473.36,0
50,MC,156,500156,-16,,10000,2437.06,0
50,MC,157,500157,-12,,10000,2486.86,0
50,MC,158,500158,-18,,10000,2398.01,0
50,MC,159,500159,-13,,10000,2418.11,0
50,MC,160,500160,-10,,10000,2473.02,0
50,MC,161,500161,-12,,10000,2420.08,0
50,MC,162,500162,-11,,10000,2488.92,0
50,MC,163,500163,-9,,10000,2457.01,0
50,MC,164,500164,-16,,10000,2442.75,0
50,MC,165,500165,-10,,10000,2467.2,0
50,MC,166,500166,-10,,10000,2461.51,0
50,MC,167,500167,-12,,10000,2534.77,0
50,MC,168,500168,-16,,10000,2500.48,0
50,MC,169,500169,-9,,10000,2413.83,0
50,MC,170,500170,-16,,10000,2431.14,0
50,MC,171,500171,-16,,10000,2436.21,0
50,MC,172,500172,-14,,10000,2404.7,0
50,MC,173,500173,-12,,10000,2484.05,0
50,MC,174,500174,-16,,10000,2436.16,0
50,MC,175,500175,-17,,10000,2623.71,0
50,MC,176,500176,-8,,10000,2477.15,0
50,MC,177,500177,-22,,10000,2446.7,0
50,MC,178,500178,-12,,10000,2466.18,0
50,MC,179,500179,-8,,10000,2512.46,0
50,MC,180,500180,-15,,10000,2423.92,0
50,MC,181,500181,-10,,10000,2487.06,0
50,MC,182,500182,-10,,10000,2427.68,0
50,MC,183,500183,-12,,10000,2368.82,0
50,MC,184,500184,-14,,10000,2402.3,0
50,MC,185,500185,-13,,10000,2419.38,0
50,MC,186,500186,-20,,10000,2459.32,0
50,MC,187,500187,-8,,10000,2435.59,0
50,MC,188,500188,-17,,10000,2393.83,0
50,MC,189,500189,-15,,10000,2458.54,0
50,MC,190,500190,-14,,10000,2427.82,0
50,MC,191,500191,-13,,10000,2465.95,0
50,MC,192,500192,-15,,10000,2412.9,0
50,MC,193,500193,-13,,10000,2462.54,0
50,MC,194,500194,-18,,10000,2426.11,0
50,MC,195,500195,-21,,10000,2470.79,0
50,MC,196,500196,-15,,10000,2410.49,0
50,MC,197,500197,-23,,10000,2440.5,0
50,MC,198,500198,-13,,10000,2458.66,0
50,MC,199,500199,-14,,10000,2418.21,0
50,FE,0,500200,-22,,100,643.65,145
50,FE,1,500201,-22,,100,553.2,138
50,FE,2,500202,-24,,100,579.36,128
50,FE,3,500203,-22,,100,550.56,150
50,FE,4,500204,-21,,100,547.29,151
50,FE,5,500205,-22,,100,560.15,156
50,FE,6,500206,-23,,100,552.61,141
50,FE,7,500207,-21,,100,612.55,132
50,FE,8,500208,-21,,100,553.89,137
50,FE,9,500209,-23,,100,588.55,156
50,FE,10,500210,-21,,100,551.69,150
50,FE,11,500211,-24,,100,547.71,149
50,FE,12,500212,-22,,100,529.75,154
50,FE,13,500213,-27,,100,531.77,149
50,FE,14,500214,-23,,100,568.44,134
50,FE,15,500215,-22,,100,563.35,153
50,FE,16,500216,-27,,100,540.57,148
50,FE,17,500217,-24,,100,525.81,140
50,FE,18,500218,-25,,100,550.39,138
50,FE,19,500219,-24,,100,554.02,147
50,FE,20,500220,-22,,100,546.8,147
50,FE,21,500221,-21,,100,558.04,165
50,FE,22,500222,-25,,100,546.71,154
50,FE,23,500223,-26,,100,531.31,150
50,FE,24,500224,-22,,100,540.56,170
50,FE,25,500225,-22,,100,547.68,148
50,FE,26,500226,-24,,100,558.49,149
50,FE,27,500227,-22,,100,548.46,143
50,FE,28,500228,-21,,100,548.73,145
50,FE,29,500229,-22,,100,553.29,134
50,FE,30,500230,-22,,100,537.13,148
50,FE,31,500231,-19,,100,524.45,168
50,FE,32,500232,-22,,100,542.31,158
50,FE,33,500233,-23,,100,546.13,144
50,FE,34,500234,-18,,100,533.33,151
50,FE,35,500235,-21,,100,546.61,140
50,FE,36,500236,-25,,100,560.55,139
50,FE,37,500237,-23,,100,523.09,132
50,FE,38,500238,-20,,100,536.63,148
50,FE,39,500239,-24,,100,555.01,133
50,FE,40,500240,-21,,100,528.98,157
50,FE,41,500241,-22,,100,537.95,164
50,FE,42,500242,-21,,100,528.8,143
50,FE,43,500243,-22,,100,538.79,155
50,FE,44,500244,-20,,100,539.02,149
50,FE,45,500245,-22,,100,521.08,140
50,FE,46,500246,-23,,100,521.62,142
50,FE,47,500247,-23,,100,542.15,169
50,FE,48,500248,-26,,100,525.66,155
50,FE,49,500249,-22,,100,551.81,155
50,FE,50,500250,-22,,100,534.68,155
50,FE,51,500251,-21,,100,542.39,146
50,FE,52,500252,-21,,100,516.97,143
50,FE,53,500253,-21,,100,516.59,136
50,FE,54,500254,-23,,100,520.52,168
50,FE,55,500255,-21,,100,531.37,155
50,FE,56,500256,-18,,100,538.05,140
50,FE,57,500257,-26,,100,507.06,161
50,FE,58,500258,-22,,100,520.23,139
50,FE,59,500259,-26,,100,551.57,160
50,FE,60,500260,-21,,100,601.44,144
50,FE,61,500261,-20,,100,497.8,151
50,FE,62,500262,-22,,100,532.04,159
50,FE,63,500263,-23,,100,513.12,144
50,FE,64,500264,-23,,100,542.62,140
50,FE,65,500265,-20,,100,517.0,158
50,FE,66,500266,-26,,100,506.98,148
50,FE,67,500267,-21,,100,538.86,148
50,FE,68,500268,-23,,100,570.25,156
50,FE,69,500269,-23,,100,539.96,164
50,FE,70,500270,-24,,100,538.68,159
50,FE,71,500271,-21,,100,534.36,163
50,FE,72,500272,-24,,100,511.27,140
50,FE,73,500273,-23,,100,527.7,170
50,FE,74,500274,-24,,100,525.44,160
50,FE,75,500275,-22,,100,550.82,134
50,FE,76,500276,-21,,100,532.83,162
50,FE,77,500277,-21,,100,521.39,140
50,FE,78,500278,-23,,100,543.59,160
50,FE,79,500279,-25,,100,518.64,150
50,FE,80,500280,-23,,100,546.72,172
50,FE,81,500281,-23,,100,536.11,164
50,FE,82,500282,-19,,100,533.5,182
50,FE,83,500283,-24,,100,539.97,132
50,FE,84,500284,-24,,100,528.7,163
50,FE,85,500285,-22,,100,524.42,155
50,FE,86,500286,-23,,100,537.98,136
50,FE,87,500287,-23,,100,518.11,153
50,FE,88,500288,-22,,100,542.63,172
50,FE,89,500289,-23,,100,517.91,137
50,FE,90,500290,-22,,100,536.63,168
50,FE,91,500291,-22,,100,518.07,155
50,FE,92,500292,-21,,100,536.98,140
50,FE,93,500293,-23,,100,544.97,145
50,FE,94,500294,-22,,100,522.76,135
50,FE,95,500295,-20,,100,531.64,164
50,FE,96,500296,-20,,100,544.64,162
50,FE,97,500297,-22,,100,513.32,148
50,FE,98,500298,-23,,100,540.44,163
50,FE,99,500299,-20,,100,518.01,154
50,FE,100,500300,-20,,100,524.49,143
50,FE,101,500301,-21,,100,542.8,154
50,FE,102,500302,-23,,100,550.22,138
50,FE,103,500303,-21,,100,597.8,156
50,FE,104,500304,-25,,100,532.72,124
50,FE,105,500305,-23,,100,566.44,157
50,FE,106,500306,-22,,100,536.3,161
50,FE,107,500307,-25,,100,536.43,150
50,FE,108,500308,-24,,100,533.37,142
50,FE,109,500309,-26,,100,546.7,146
50,FE,110,500310,-24,,100,552.96,147
50,FE,111,500311,-23,,100,554.69,145
50,FE,112,500312,-21,,100,548.02,163
50,FE,113,500313,-24,,100,539.97,134
50,FE,114,500314,-23,,100,631.12,178
50,FE,115,500315,-24,,100,582.36,148
50,FE,116,500316,-23,,100,542.22,165
50,FE,117,500317,-22,,100,578.15,166
50,FE,118,500318,-27,,100,544.87,137
50,FE,119,500319,-25,,100,562.27,148
50,FE,120,500320,-23,,100,558.4,132
50,FE,121,500321,-23,,100,552.48,170
50,FE,122,500322,-24,,100,544.0,150
50,FE,123,500323,-23,,100,550.84,142
50,FE,124,500324,-23,,100,525.73,160
50,FE,125,500325,-23,,100,616.7,130
50,FE,126,500326,-22,,100,524.96,153
50,FE,127,500327,-20,,100,550.18,152
50,FE,128,500328,-24,,100,544.52,135
50,FE,129,500329,-23,,100,570.01,149
50,FE,130,500330,-22,,100,540.6,165
50,FE,131,500331,-23,,100,528.32,158
50,FE,132,500332,-23,,100,534.0,170
50,FE,133,500333,-22,,100,509.13,166
50,FE,134,500334,-22,,100,526.54,139
50,FE,135,500335,-22,,100,541.84,163
50,FE,136,500336,-26,,100,526.44,138
50,FE,137,500337,-23,,100,517.38,143
50,FE,138,500338,-23,,100,516.92,142
50,FE,139,500339,-23,,100,598.45,147
50,FE,140,500340,-22,,100,522.28,161
50,FE,141,500341,-22,,100,525.96,133
50,FE,142,500342,-26,,100,516.94,158
50,FE,143,500343,-24,,100,530.35,125
50,FE,144,500344,-22,,100,537.52,148
50,FE,145,500345,-22,,100,530.0,167
50,FE,146,500346,-25,,100,527.23,137
50,FE,147,500347,-24,,100,522.25,163
50,FE,148,500348,-20,,100,541.13,168
50,FE,149,500349,-23,,100,513.48,162
50,FE,150,500350,-22,,100,546.6,141
50,FE,151,500351,-24,,100,510.65,152
50,FE,152,500352,-22,,100,525.0,155
50,FE,153,500353,-21,,100,527.68,153
50,FE,154,500354,-22,,100,527.0,132
50,FE,155,500355,-23,,100,541.67,139
50,FE,156,500356,-22,,100,507.56,151
50,FE,157,500357,-24,,100,534.53,147
50,FE,158,500358,-23,,100,543.73,159
50,FE,159,500359,-23,,100,521.9,148
50,FE,160,500360,-22,,100,523.41,145
50,FE,161,500361,-23,,100,527.81,160
50,FE,162,500362,-21,,100,525.0,156
50,FE,163,500363,-26,,100,514.75,149
50,FE,164,500364,-24,,100,535.37,146
50,FE,165,500365,-28,,100,515.38,145
50,FE,166,500366,-20,,100,524.54,131
50,FE,167,500367,-23,,100,550.98,165
50,FE,168,500368,-25,,100,520.5,150
50,FE,169,500369,-25,,100,542.83,170
50,FE,170,500370,-23,,100,528.69,134
50,FE,171,500371,-23,,100,521.99,159
50,FE,172,500372,-21,,100,541.02,150
50,FE,173,500373,-23,,100,525.47,150
50,FE,174,500374,-22,,100,510.53,147
50,FE,175,500375,-23,,100,507.51,166
50,FE,176,500376,-22,,100,520.79,150
50,FE,177,500377,-24,,100,537.21,148
50,FE,178,500378,-23,,100,538.44,144
50,FE,179,500379,-24,,100,549.49,156
50,FE,180,500380,-22,,100,520.86,159
50,FE,181,500381,-24,,100,539.49,150
50,FE,182,500382,-25,,100,508.23,139
50,FE,183,500383,-24,,100,516.99,160
50,FE,184,500384,-24,,100,537.68,145
50,FE,185,500385,-22,,100,514.27,140
50,FE,186,500386,-19,,100,579.04,141
50,FE,187,500387,-22,,100,544.27,146
50,FE,188,500388,-20,,100,532.95,161
50,FE,189,500389,-23,,100,513.45,147
50,FE,190,500390,-27,,100,524.45,165
50,FE,191,500391,-23,,100,527.79,175
50,FE,192,500392,-23,,100,536.87,150
50,FE,193,500393,-20,,100,533.16,160
50,FE,194,500394,-23,,100,533.83,146
50,FE,195,500395,-24,,100,547.94,158
50,FE,196,500396,-20,,100,518.96,146
50,FE,197,500397,-24,,100,502.16,142
50,FE,198,500398,-22,,100,547.65,137
50,FE,199,500399,-22,,100,543.29,140
