length,algorithm,trial_id,seed,final_energy,success_flag,convergence_gen,runtime_ms,paradox_activity
30,MC,43,300043,-2,,10000,396.29,0
30,MC,44,300044,-2,,10000,393.7,0
30,MC,45,300045,-3,,10000,398.31,0
30,MC,46,300046,-4,,10000,426.36,0
30,MC,47,300047,-3,,10000,404.44,0
30,MC,48,300048,-5,,10000,404.12,0
30,MC,49,300049,-3,,10000,409.94,0
30,MC,50,300050,-2,,10000,405.72,0
30,MC,51,300051,-4,,10000,404.07,0
30,MC,52,300052,-4,,10000,403.61,0
30,MC,53,300053,-4,,10000,400.77,0
30,MC,54,300054,-4,,10000,400.93,0
30,MC,55,300055,-3,,10000,400.97,0
30,MC,56,300056,-3,,10000,403.03,0
30,MC,57,300057,-3,,10000,411.28,0
30,MC,58,300058,-4,,10000,407.42,0
30,MC,59,300059,-4,,10000,412.72,0
30,MC,60,300060,-4,,10000,406.92,0
30,MC,61,300061,-5,,10000,407.96,0
30,MC,62,300062,-5,,10000,414.72,0
30,MC,63,300063,-4,,10000,421.0,0
30,MC,64,300064,-2,,10000,484.91,0
30,MC,65,300065,-4,,10000,398.41,0
30,MC,66,300066,-2,,10000,413.18,0
30,MC,67,300067,-5,,10000,414.36,0
30,MC,68,300068,-6,,10000,401.37,0
30,MC,69,300069,-2,,10000,414.68,0
30,MC,70,300070,-3,,10000,402.93,0
30,MC,71,300071,-3,,10000,403.44,0
30,MC,72,300072,-5,,10000,408.05,0
30,MC,73,300073,-4,,10000,406.42,0
30,MC,74,300074,-3,,10000,393.82,0
30,MC,75,300075,-3,,10000,418.58,0
30,MC,76,300076,-4,,10000,512.73,0
30,MC,77,300077,-2,,10000,428.99,0
30,MC,78,300078,-4,,10000,434.42,0
30,MC,79,300079,-4,,10000,420.46,0
30,MC,80,300080,-4,,10000,427.3,0
30,MC,81,300081,-4,,10000,427.79,0
30,MC,82,300082,-4,,10000,413.57,0
30,MC,83,300083,-2,,10000,421.31,0
30,MC,84,300084,-7,,10000,400.68,0
30,MC,85,300085,-3,,10000,387.86,0
30,MC,86,300086,-3,,10000,400.18,0
30,MC,87,300087,-2,,10000,390.88,0
30,MC,88,300088,-3,,10000,399.59,0
30,MC,89,300089,-3,,10000,414.03,0
30,MC,90,300090,-3,,10000,400.94,0
30,MC,91,300091,-3,,10000,415.41,0
30,MC,92,300092,-4,,10000,414.48,0
30,MC,93,300093,-4,,10000,411.56,0
30,MC,94,300094,-3,,10000,400.27,0
30,MC,95,300095,-2,,10000,401.98,0
30,MC,96,300096,-4,,10000,399.07,0
30,MC,97,300097,-3,,10000,399.47,0
30,MC,98,300098,-5,,10000,405.49,0
30,MC,99,300099,-2,,10000,393.59,0
30,MC,100,300100,-4,,10000,406.42,0
30,MC,101,300101,-4,,10000,393.22,0
30,MC,102,300102,-4,,10000,407.74,0
30,MC,103,300103,-6,,10000,434.5,0
30,MC,104,300104,-5,,10000,401.01,0
30,MC,105,300105,-1,,10000,406.74,0
30,MC,106,300106,-2,,10000,430.25,0
30,MC,107,300107,-3,,10000,419.65,0
30,MC,108,300108,-5,,10000,403.25,0
30,MC,109,300109,-3,,10000,399.13,0
30,MC,110,300110,-3,,10000,402.15,0
30,MC,111,300111,-3,,10000,405.09,0
30,MC,112,300112,-3,,10000,416.68,0
30,MC,113,300113,-4,,10000,402.6,0
30,MC,114,300114,-2,,10000,412.53,0
30,MC,115,300115,-4,,10000,406.72,0
30,MC,116,300116,-4,,10000,408.17,0
30,MC,117,300117,-2,,10000,408.79,0
30,MC,118,300118,-2,,10000,403.57,0
30,MC,119,300119,-2,,10000,412.64,0
30,MC,120,300120,-4,,10000,410.57,0
30,MC,121,300121,-2,,10000,407.18,0
30,MC,122,300122,-5,,10000,405.23,0
30,MC,123,300123,-5,,10000,404.76,0
30,MC,124,300124,-5,,10000,397.67,0
30,MC,125,300125,-5,,10000,405.91,0
30,MC,126,300126,-2,,10000,402.84,0
30,MC,127,300127,-3,,10000,399.34,0
30,MC,128,300128,-3,,10000,398.12,0
30,MC,129,300129,-4,,10000,399.13,0
30,MC,130,300130,-3,,10000,488.64,0
30,MC,131,300131,-7,,10000,395.12,0
30,MC,132,300132,-4,,10000,412.52,0
30,MC,133,300133,-3,,10000,396.83,0
30,MC,134,300134,-4,,10000,404.6,0
30,MC,135,300135,-3,,10000,402.84,0
30,MC,136,300136,-4,,10000,408.01,0
30,MC,137,300137,-3,,10000,417.32,0
30,MC,138,300138,-2,,10000,397.5,0
30,MC,139,300139,-4,,10000,394.37,0
30,MC,140,300140,-3,,10000,414.29,0
30,MC,141,300141,-3,,10000,402.28,0
30,MC,142,300142,-3,,10000,399.59,0
30,MC,143,300143,-2,,10000,394.71,0
30,MC,144,300144,-6,,10000,399.16,0
30,MC,145,300145,-3,,10000,404.62,0
30,MC,146,300146,-4,,10000,397.36,0
30,MC,147,300147,-3,,10000,397.81,0
30,MC,148,300148,-3,,10000,403.46,0
30,MC,149,300149,-3,,10000,395.1,0
30,MC,150,300150,-4,,10000,416.13,0
30,MC,151,300151,-5,,10000,410.71,0
30,MC,152,300152,-3,,10000,395.44,0
30,MC,153,300153,-3,,10000,398.44,0
30,MC,154,300154,-3,,10000,409.64,0
30,MC,155,300155,-2,,10000,414.32,0
30,MC,156,300156,-2,,10000,386.24,0
30,MC,157,300157,-3,,10000,406.68,0
30,MC,158,300158,-2,,10000,412.74,0
30,MC,159,300159,-2,,10000,399.97,0
30,MC,160,300160,-4,,10000,408.55,0
30,MC,161,300161,-4,,10000,414.57,0
30,MC,162,300162,-3,,10000,405.38,0
30,MC,163,300163,-3,,10000,409.46,0
30,MC,164,300164,-5,,10000,396.77,0
30,MC,165,300165,-5,,10000,409.41,0
30,MC,166,300166,-2,,10000,405.19,0
30,MC,167,300167,-4,,10000,400.75,0
30,MC,168,300168,-4,,10000,406.86,0
30,MC,169,300169,-4,,10000,395.66,0
30,MC,170,300170,-8,,10000,391.49,0
30,MC,171,300171,-5,,10000,407.26,0
30,MC,172,300172,-4,,10000,414.35,0
30,MC,173,300173,-3,,10000,407.59,0
30,MC,174,300174,-3,,10000,404.21,0
30,MC,175,300175,-2,,10000,413.67,0
30,MC,176,300176,-5,,10000,409.19,0
30,MC,177,300177,-2,,10000,421.11,0
30,MC,178,300178,-6,,10000,408.9,0
30,MC,179,300179,-3,,10000,406.51,0
30,MC,180,300180,-5,,10000,411.3,0
30,MC,181,300181,-3,,10000,402.92,0
30,MC,182,300182,-3,,10000,395.1,0
30,MC,183,300183,-4,,10000,463.39,0
30,MC,184,300184,-5,,10000,411.67,0
30,MC,185,300185,-5,,10000,406.33,0
30,MC,186,300186,-3,,10000,410.12,0
30,MC,187,300187,-4,,10000,407.43,0
30,MC,188,300188,-8,,10000,400.62,0
30,MC,189,300189,-5,,10000,419.29,0
30,MC,190,300190,-4,,10000,396.15,0
30,MC,191,300191,-5,,10000,415.65,0
30,MC,192,300192,-2,,10000,392.08,0
30,MC,193,300193,-3,,10000,399.58,0
30,MC,194,300194,-4,,10000,397.66,0
30,MC,195,300195,-2,,10000,402.49,0
30,MC,196,300196,-3,,10000,405.5,0
30,MC,197,300197,-3,,10000,400.16,0
30,MC,198,300198,-3,,10000,400.22,0
30,MC,199,300199,-2,,10000,404.05,0
30,FE,0,300200,-10,,100,192.37,153
30,FE,1,300201,-8,,100,173.41,130
30,FE,2,300202,-7,,100,168.0,142
30,FE,3,300203,-8,,100,184.13,177
30,FE,4,300204,-9,,100,161.53,153
30,FE,5,300205,-7,,100,189.24,144
30,FE,6,300206,-10,,100,180.27,144
30,FE,7,300207,-6,,100,171.96,159
30,FE,8,300208,-8,,100,177.08,156
30,FE,9,300209,-8,,100,169.88,160
30,FE,10,300210,-9,,100,175.9,139
30,FE,11,300211,-9,,100,175.97,156
30,FE,12,300212,-10,,100,165.37,168
30,FE,13,300213,-10,,100,174.58,160
30,FE,14,300214,-9,,100,181.13,146
30,FE,15,300215,-7,,100,157.34,140
30,FE,16,300216,-9,,100,188.29,153
30,FE,17,300217,-9,,100,196.39,162
30,FE,18,300218,-8,,100,183.75,134
30,FE,19,300219,-9,,100,191.47,160
30,FE,20,300220,-7,,100,172.58,148
30,FE,21,300221,-9,,100,181.5,139
30,FE,22,300222,-10,,100,165.76,148
30,FE,23,300223,-9,,100,179.02,162
30,FE,24,300224,-7,,100,176.14,159
30,FE,25,300225,-8,,100,195.31,156
30,FE,26,300226,-9,,100,178.64,148
30,FE,27,300227,-9,,100,180.71,150
30,FE,28,300228,-7,,100,177.11,143
30,FE,29,300229,-10,,100,171.43,140
30,FE,30,300230,-9,,100,192.39,138
30,FE,31,300231,-7,,100,160.39,159
30,FE,32,300232,-6,,100,159.88,154
30,FE,33,300233,-9,,100,166.32,133
30,FE,34,300234,-7,,100,171.7,146
30,FE,35,300235,-8,,100,158.9,155
30,FE,36,300236,-9,,100,161.79,157
30,FE,37,300237,-9,,100,158.64,143
30,FE,38,300238,-9,,100,161.84,152
30,FE,39,300239,-8,,100,175.28,153
30,FE,40,300240,-5,,100,149.81,149
30,FE,41,300241,-12,,100,166.12,159
30,FE,42,300242,-10,,100,156.61,151
30,FE,43,300243,-7,,100,164.77,150
30,FE,44,300244,-9,,100,170.64,144
30,FE,45,300245,-7,,100,180.98,170
30,FE,46,300246,-9,,100,165.06,138
30,FE,47,300247,-7,,100,183.68,138
30,FE,48,300248,-9,,100,161.52,132
30,FE,49,300249,-8,,100,158.11,148
30,FE,50,300250,-7,,100,179.76,165
30,FE,51,300251,-7,,100,165.4,157
30,FE,52,300252,-8,,100,174.17,146
30,FE,53,300253,-11,,100,173.21,145
30,FE,54,300254,-7,,100,174.14,149
30,FE,55,300255,-8,,100,159.91,146
30,FE,56,300256,-8,,100,180.15,157
30,FE,57,300257,-7,,100,223.13,143
30,FE,58,300258,-7,,100,216.25,154
30,FE,59,300259,-8,,100,206.64,141
30,FE,60,300260,-8,,100,175.71,137
30,FE,61,300261,-10,,100,166.88,180
30,FE,62,300262,-9,,100,170.75,142
30,FE,63,300263,-10,,100,163.56,158
30,FE,64,300264,-7,,100,173.22,158
30,FE,65,300265,-8,,100,182.53,152
30,FE,66,300266,-9,,100,178.44,156
30,FE,67,300267,-7,,100,175.75,168
30,FE,68,300268,-8,,100,200.31,140
30,FE,69,300269,-8,,100,183.66,160
30,FE,70,300270,-9,,100,192.87,151
30,FE,71,300271,-9,,100,206.69,149
30,FE,72,300272,-8,,100,184.75,152
30,FE,73,300273,-8,,100,192.48,149
30,FE,74,300274,-7,,100,186.5,129
30,FE,75,300275,-6,,100,169.57,166
30,FE,76,300276,-7,,100,188.12,162
30,FE,77,300277,-6,,100,169.52,142
30,FE,78,300278,-7,,100,167.95,167
30,FE,79,300279,-7,,100,196.06,145
30,FE,80,300280,-6,,100,271.59,162
30,FE,81,300281,-7,,100,180.29,141
30,FE,82,300282,-8,,100,207.81,128
30,FE,83,300283,-6,,100,187.53,162
30,FE,84,300284,-8,,100,182.87,157
30,FE,85,300285,-6,,100,185.28,173
30,FE,86,300286,-8,,100,172.89,146
30,FE,87,300287,-9,,100,225.29,155
30,FE,88,300288,-9,,100,180.59,155
30,FE,89,300289,-9,,100,169.83,164
30,FE,90,300290,-7,,100,166.84,153
30,FE,91,300291,-9,,100,165.9,152
30,FE,92,300292,-10,,100,156.43,144
30,FE,93,300293,-8,,100,176.82,152
30,FE,94,300294,-7,,100,178.25,146
30,FE,95,300295,-7,,100,184.31,158
30,FE,96,300296,-10,,100,169.95,153
30,FE,97,300297,-6,,100,178.82,149
30,FE,98,300298,-8,,100,172.92,137
30,FE,99,300299,-7,,100,173.86,147
30,FE,100,300300,-7,,100,175.88,166
30,FE,101,300301,-8,,100,152.67,155
30,FE,102,300302,-8,,100,173.53,149
30,FE,103,300303,-9,,100,175.49,134
30,FE,104,300304,-7,,100,187.59,157
30,FE,105,300305,-6,,100,186.69,143
30,FE,106,300306,-6,,100,163.79,153
30,FE,107,300307,-8,,100,198.58,160
30,FE,108,300308,-8,,100,182.4,137
30,FE,109,300309,-9,,100,191.7,145
30,FE,110,300310,-9,,100,199.25,146
30,FE,111,300311,-8,,100,194.27,145
30,FE,112,300312,-8,,100,202.28,132
30,FE,113,300313,-8,,100,174.6,154
30,FE,114,300314,-8,,100,175.86,133
30,FE,115,300315,-8,,100,195.17,136
30,FE,116,300316,-10,,100,194.1,177
30,FE,117,300317,-8,,100,192.48,146
30,FE,118,300318,-8,,100,197.08,138
30,FE,119,300319,-7,,100,189.01,148
30,FE,120,300320,-7,,100,170.99,129
30,FE,121,300321,-9,,100,201.8,143
30,FE,122,300322,-8,,100,189.12,151
30,FE,123,300323,-8,,100,174.5,147
30,FE,124,300324,-9,,100,190.44,166
30,FE,125,300325,-8,,100,185.09,154
30,FE,126,300326,-9,,100,194.89,142
30,FE,127,300327,-7,,100,181.26,139
30,FE,128,300328,-7,,100,179.05,142
30,FE,129,300329,-7,,100,175.19,140
30,FE,130,300330,-9,,100,181.1,153
30,FE,131,300331,-9,,100,171.74,160
30,FE,132,300332,-9,,100,185.53,140
30,FE,133,300333,-8,,100,190.37,142
30,FE,134,300334,-9,,100,161.82,148
30,FE,135,300335,-9,,100,165.17,130
30,FE,136,300336,-6,,100,154.82,135
30,FE,137,300337,-11,,100,171.94,150
30,FE,138,300338,-8,,100,161.66,163
30,FE,139,300339,-9,,100,175.71,161
30,FE,140,300340,-10,,100,163.32,154
30,FE,141,300341,-7,,100,179.24,158
30,FE,142,300342,-8,,100,155.51,122
30,FE,143,300343,-9,,100,154.17,161
30,FE,144,300344,-7,,100,171.96,124
30,FE,145,300345,-11,,100,151.52,138
30,FE,146,300346,-9,,100,162.32,130
30,FE,147,300347,-9,,100,162.54,141
30,FE,148,300348,-11,,100,186.36,139
30,FE,149,300349,-7,,100,187.88,137
30,FE,150,300350,-9,,100,168.63,149
30,FE,151,300351,-9,,100,182.77,154
30,FE,152,300352,-9,,100,156.05,169
30,FE,153,300353,-8,,100,166.5,154
30,FE,154,300354,-9,,100,171.13,151
30,FE,155,300355,-10,,100,172.87,150
30,FE,156,300356,-10,,100,180.5,175
30,FE,157,300357,-9,,100,170.11,161
30,FE,158,300358,-9,,100,178.05,159
30,FE,159,300359,-9,,100,163.64,125
30,FE,160,300360,-10,,100,172.5,151
30,FE,161,300361,-7,,100,189.12,153
30,FE,162,300362,-7,,100,165.5,141
30,FE,163,300363,-11,,100,166.36,159
30,FE,164,300364,-8,,100,155.07,153
30,FE,165,300365,-8,,100,167.88,151
30,FE,166,300366,-9,,100,164.52,160
30,FE,167,300367,-9,,100,167.87,165
30,FE,168,300368,-9,,100,158.22,134
30,FE,169,300369,-7,,100,166.28,159
30,FE,170,300370,-9,,100,168.86,150
30,FE,171,300371,-6,,100,186.56,148
30,FE,172,300372,-12,,100,162.01,138
30,FE,173,300373,-8,,100,180.88,151
30,FE,174,300374,-9,,100,162.21,138
30,FE,175,300375,-9,,100,162.51,169
30,FE,176,300376,-7,,100,185.99,165
30,FE,177,300377,-9,,100,159.3,148
30,FE,178,300378,-10,,100,167.67,165
30,FE,179,300379,-8,,100,166.9,144
30,FE,180,300380,-10,,100,168.84,145
30,FE,181,300381,-10,,100,160.43,139
30,FE,182,300382,-8,,100,153.69,126
30,FE,183,300383,-9,,100,186.99,142
30,FE,184,300384,-9,,100,177.41,150
30,FE,185,300385,-9,,100,169.96,127
30,FE,186,300386,-7,,100,159.71,145
30,FE,187,300387,-7,,100,189.65,150
30,FE,188,300388,-9,,100,209.95,147
30,FE,189,300389,-7,,100,184.88,144
30,FE,190,300390,-8,,100,165.22,175
30,FE,191,300391,-7,,100,167.33,161
30,FE,192,300392,-6,,100,163.91,142
30,FE,193,300393,-8,,100,170.83,154
30,FE,194,300394,-8,,100,146.63,134
30,FE,195,300395,-6,,100,157.98,159
30,FE,196,300396,-8,,100,158.28,141
30,FE,197,300397,-9,,100,170.2,152
30,FE,198,300398,-9,,100,173.66,178
30,FE,199,300399,-8,,100,171.77,161
